Θユ繷计-羆计,Θユ繷计-キА秖,Θユ繷计-キА基,砏睫(75そょ)-繷计,砏睫(75そょ)-キА秖,砏睫(75そょ)-キА基,75そょ-繷计,75そょ-キА秖,75そょ-キА基,75()-95(ぃ)-繷计,75()-95(ぃ)-キА秖,75()-95(ぃ)-キА基,95()-115()-繷计,95()-115()-キА秖,95()-115()-キА基,115()-135(ぃ)-繷计,115()-135(ぃ)-キА秖,115()-135(ぃ)-キА基,135()-155(ぃ)-繷计,135()-155(ぃ)-キА秖,135()-155(ぃ)-キА基,155そょ-繷计,155そょ-キА秖,155そょ-キА基,瞊∣贺睫-繷计,瞊∣贺睫-キА秖,瞊∣贺睫-キА基,ㄤ睫-繷计,ㄤ睫-キА秖,ㄤ睫-キА基,紅-繷计,紅-キА秖,紅-キА基,Θユ羆计(ぃ紅)-繷计,Θユ羆计(ぃ紅)-キА秖,Θユ羆计(ぃ紅)-キА基
1536,119.36,69.8,1482,119.74,70.22,0,0,0,16,92.16,65.08,510,108.53,69.65,858,123.62,70.46,114,140.69,70.59,6,157.08,66.42,0,0,0,32,108.47,51.18,349,119.5,66.42,1187,119.32,70.79
1941,121.97,67.86,1844,121.74,68.37,5,65.4,37.27,28,91.18,61.04,550,106.79,68.82,971,123.67,68.63,323,141.41,67.12,22,158.66,64.56,13,188.35,51.34,29,118.14,57.74,473,130.24,65.63,1468,119.3,68.65
1334,121.05,70.08,1263,121.38,70.77,1,74.5,30,28,88.7,59.9,379,108.1,70.95,730,124.1,70.88,154,141.2,69.95,3,156.8,68.22,12,170,69.03,27,115,46.12,159,126,66.58,1175,120.38,70.57
1044,123.04,71.55,1031,122.95,71.75,0,0,0,6,86.58,55.23,276,108.21,72.95,606,125.18,72.16,149,141.15,68.55,7,168.36,57.87,0,0,0,0,0,0,39,125.92,65.12,1005,122.93,71.81
624,136.67,74.94,597,136.32,75.3,1,72.5,33,0,0,0,38,110.5,72.9,292,126.04,73.17,182,143.48,76.69,85,167.84,78.93,0,0,0,26,147.15,68.18,69,126.38,64.11,555,137.95,76.17
2156,136.15,72.44,1870,131.84,72.46,0,0,0,7,89.7,63.4,187,109,70.4,883,126.3,73,800,143.3,72.3,267,165.3,73.8,12,185.3,45.4,0,0,0,189,131.8,63.7,1967,136.56,73.25
659,139.12,72.57,619,139.41,73.8,0,0,0,0,0,0,83,107.5,67.36,169,125.7,74.08,248,145,74.41,119,169.5,75.28,3,153.5,33.89,37,133.1,54.53,89,123.5,64.57,570,141.56,73.66
382,134.11,74.63,381,134.24,74.7,0,0,0,1,85.5,35.6,28,110.67,75.21,170,126.76,77.42,167,143.11,73.38,16,162.34,63.6,0,0,0,0,0,0,0,0,0,382,134.11,74.63
2566,131.98,72.78,2411,130.37,72.98,0,0,0,14,88.24,58.11,258,108.29,72.67,1257,126.06,73.64,896,142.77,72.22,141,163.91,70.88,0,0,0,0,0,0,229,132.35,66.03,2337,131.95,73.44
368,133.19,72.9,368,133.19,72.9,0,0,0,0,0,0,33,110.52,71.68,182,126.77,73.18,129,142.64,73.16,24,162.25,71.14,0,0,0,0,0,0,0,0,0,368,133.19,72.9
218,125.35,72.25,210,124.01,72.67,0,0,0,0,0,0,33,109.48,76.76,154,124.68,72.18,23,140.39,70.98,0,0,0,8,160.56,63.82,0,0,0,0,0,0,218,125.35,72.25
1581,126.22,69.88,1472,125.61,70.42,0,0,0,30,89.33,67.48,330,108.34,71.39,781,125.14,70.51,361,142.41,69.57,54,162.43,66.49,12,169.58,58.87,13,89.77,34.41,463,131.5,67.74,1118,124.03,70.82
280,126.65,69.94,276,126.55,70.21,0,0,0,0,0,0,53,109.6,69.25,164,126.24,70.67,59,142.62,69.73,1,159.5,73,0,0,0,3,125,43.89,109,126.17,67,171,126.95,71.81
1360,130.01,70.11,1261,128.53,70.68,0,0,0,5,89.6,56.5,164,109.7,70.93,717,125.24,70.99,380,142.88,70.08,68,163.05,65.52,1,135,44,25,122.23,59.71,404,131.6,66.89,956,129.33,71.49
1122,126.64,69.62,1077,126.82,70.01,0,0,0,25,89.1,61.18,194,107.6,69.69,610,126.1,70.31,273,142.1,69.57,20,163.7,59.46,0,0,0,0,0,0,509,127.9,67.78,613,125.59,71.18
761,122.32,70.08,735,122.46,70.68,0,0,0,7,89.57,62.31,192,108.46,71.02,435,124.04,71.04,108,140.97,68.93,2,156.25,61.4,0,0,0,17,125.68,48.33,247,124.15,67.97,514,121.43,71.11
512,123.95,69.3,492,123.77,69.65,0,0,0,3,90.33,66.37,114,109.35,69.44,304,125.05,70.06,74,140.75,68.43,6,160.33,63.03,0,0,0,11,121.23,58.44,154,124.66,66.69,358,123.65,70.44
863,124.98,70.65,830,124.8,71.33,1,68,28,14,89.32,67.02,175,107.45,72.56,482,124.9,71.68,173,142.07,69.55,15,161.27,53.14,3,179.5,32.34,0,0,0,266,128.42,65.65,597,123.45,72.97
2426,118.57,68.02,2136,120.55,69.24,2,71,38.61,137,89.05,62.87,808,107.06,68.87,1021,124.48,70.25,307,142.97,67.02,54,164.02,62.17,0,0,0,97,92.34,46.34,648,121.75,65.46,1778,117.41,68.99
797,116.93,69.55,720,120.12,70.44,0,0,0,57,86.8,62.3,242,106.7,70.9,411,124.3,70.8,67,143,67.3,0,0,0,0,0,0,20,87.9,45.8,198,125.8,66.4,599,114,70.69
782,122.46,69.35,753,122.52,69.83,1,74,48,16,88.34,57.48,209,108.13,69.45,437,125.09,70.37,107,140.16,68.43,9,166.18,61.98,3,172.33,40.71,0,0,0,244,122.7,65.36,538,122.35,71.17
1545,121.75,69.95,1497,121.79,70.38,0,0,0,13,91.73,64.14,461,108.2,69.84,826,124.41,70.65,210,141.34,70.36,8,158.56,66.44,0,0,0,27,122.85,49.69,359,123.03,66.65,1186,121.36,70.96
1940,120.36,69.25,1810,121.16,69.73,10,62.6,40.36,54,89.38,62.05,530,106.73,70.13,1021,123.33,70.03,259,142.15,68.07,22,161.8,65.96,3,180.83,62.89,41,113.2,61.18,415,129.01,66.65,1525,118.01,70.02
1349,123.52,70.52,1296,123.06,70.86,0,0,0,17,90.4,64.24,364,107.9,71.13,693,124.5,71.18,239,142,69.75,5,157.5,69.23,12,166.9,66.89,19,148.1,57.56,185,130.1,66.99,1164,122.48,71.12
1031,121.58,71.41,1014,121.67,71.55,0,0,0,11,91.95,66.08,347,107.43,72.52,500,124.93,72.42,167,141.49,67.71,6,161.75,59.29,0,0,0,0,0,0,44,127.49,65.14,987,121.32,71.7
624,134.21,74.99,597,134.19,75.43,0,0,0,0,0,0,74,108.7,72.81,266,126.57,73.51,184,143.23,76.47,73,165.05,80.24,0,0,0,27,134.56,65.35,51,127.07,65.26,573,134.85,75.8
2179,136,72.02,1907,132.05,72.31,0,0,0,6,87.5,62.8,164,108.5,72.4,905,126,72.3,838,143.2,72.3,245,164.1,72.2,21,180,52,0,0,0,153,136.4,63.3,2026,135.97,72.68
673,134.93,72.67,628,134.25,74.21,0,0,0,6,86.7,50.26,50,110.5,68.91,296,125.9,74.39,227,142.9,74.3,55,165.1,76.39,8,229.8,36.43,31,133.6,60.09,97,129.3,64.96,576,135.88,73.9
425,135.44,75.95,425,135.44,75.95,0,0,0,0,0,0,23,110.3,74.91,191,126.64,78.73,183,143.89,74.54,28,160.94,69.89,0,0,0,0,0,0,0,0,0,425,135.44,75.95
2509,131.59,72.17,2364,129.9,72.47,1,70.2,27.19,14,88.01,60.27,260,109.44,72.99,1282,125.96,72.76,822,142.53,71.94,130,167.33,68.8,0,0,0,0,0,0,281,131.67,64.64,2228,131.58,73.12
1592,122.29,70.57,1464,122.95,71.21,1,74.5,52.2,60,88.5,66.01,408,107.79,71.4,792,124.18,71.5,264,142.7,70.24,40,162.65,67.75,6,160,55.58,21,87.43,39.85,460,126.16,68.72,1132,120.72,71.36
81,125.83,76.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,125.83,76.15,0,0,0,81,125.83,76.15
350,126.74,71.76,341,126.55,72.03,0,0,0,2,93.75,61.02,71,108.43,68.84,187,126.99,72.87,83,141.04,72.43,5,161.6,63.81,0,0,0,2,106,57.03,90,125.36,67.16,260,127.22,73.33
1655,131.57,70.15,1523,130.21,70.82,0,0,0,4,92.6,61.77,191,109.49,70.63,804,126.84,71.37,528,142.83,70.12,77,162.27,65.62,1,206.6,38,50,127.41,59.74,451,132.69,66.86,1204,131.15,71.39
1232,126.77,70.85,1178,125.81,71.24,0,0,0,14,89.9,67.93,211,108.2,71.19,725,125.4,71.61,242,142.4,70.3,40,168,62.85,0,0,0,0,0,0,480,127.1,68.12,752,126.56,72.6
909,118.7,70.75,860,119.68,71.27,0,0,0,17,89.06,62.42,271,109.14,71.33,517,122.37,71.54,72,140.01,69.44,1,160,66.6,0,0,0,31,106.61,58.32,310,121.43,68.86,599,117.29,71.76
530,123.4,71.2,514,123.22,71.66,0,0,0,0,0,0,126,109.51,71.94,317,124.38,71.8,71,142.39,70.75,2,159.5,68.44,0,0,0,14,124.86,55.1,89,124.97,66.88,441,123.09,72.09
1229,123.24,71.95,1168,124.77,72.5,15,60.6,27.83,36,86.9,64.31,269,107.96,72.98,670,125.69,72.91,229,141.8,71,7,158.43,71.31,3,195.5,46.6,0,0,0,202,129.31,67.63,1027,122.04,72.85
2663,121.8,68.58,2395,122.86,69.57,2,71.25,45.42,97,89.3,63.91,715,107.4,70.47,1239,124.85,70.44,441,142.32,66.33,59,163.3,64.34,0,0,0,110,106.2,50.92,733,122.88,65.17,1930,121.4,69.89
828,122.2,69.85,774,124.23,70.19,0,0,0,44,89,65.3,206,107,71,416,125.5,71.1,152,144.1,67.2,0,0,0,0,0,0,10,111.5,56.2,216,130.5,66.2,612,119.27,71.25
855,127.16,69.89,820,126.22,70.35,0,0,0,5,86.72,59.5,145,109.53,69.77,505,125.73,70.89,170,141.89,69.29,27,161.19,62.5,1,218,43,2,110.5,50.51,202,127.43,65.56,653,127.08,71.24
1621,123.31,70.34,1568,123.68,70.67,0,0,0,15,91.13,65.92,375,108.83,70.5,943,124.63,70.9,250,142.38,70.12,10,163.25,65.48,0,0,0,28,105.61,53.44,321,125.98,66.69,1300,122.65,71.27
1926,122.24,70.07,1814,122.67,70.54,3,64.83,41.46,46,89.61,63.88,450,106.65,71.55,1054,123.97,70.67,310,141.53,69.04,25,159.72,66.19,3,182.83,55.34,35,115.73,57.56,359,131.74,66.51,1567,120.07,70.96
1404,121.33,70.79,1328,121.35,71.32,0,0,0,30,88.9,61.94,440,108.1,71.17,708,124.2,71.65,180,142.5,70.48,12,157.7,70.41,8,169.2,67.54,26,126.6,53.25,112,124.5,67.08,1292,121.06,71.12
1173,121.5,70.79,1153,121.44,70.96,0,0,0,11,89.27,66.36,343,108.36,71.52,692,124.58,71.16,118,141.01,68.65,9,168.44,58.31,0,0,0,0,0,0,80,123.6,64.17,1093,121.34,71.28
768,144.57,74.86,724,144.27,75.45,0,0,0,0,0,0,12,110.79,76.03,236,127.16,73.73,296,143.91,76.07,180,169.54,76.26,0,0,0,44,149.42,65.37,60,129.7,64.5,708,145.83,75.64
2386,137.8,73.8,2035,132.78,73.89,0,0,0,0,0,0,153,110,74.5,938,126,73.9,944,143.2,73.8,342,166.6,74,9,180,52,0,0,0,142,138.1,63.9,2244,137.78,74.43
808,140.13,71.61,741,138.8,73.57,0,0,0,4,86.5,51.84,101,109,67.83,211,126.1,73.38,284,144.9,74.75,145,166.1,74.37,24,192.5,43.38,39,138.7,59.83,105,122.5,65.47,703,142.77,72.4
2758,133.04,72.57,2544,130.75,72.89,1,65,20,14,88.23,59.34,274,109,73.01,1298,126.02,73.65,972,143.2,71.97,199,165.77,70,0,0,0,0,0,0,228,131.52,64.63,2530,133.17,73.28
364,135.28,72.31,364,135.28,72.31,0,0,0,0,0,0,26,109.38,71.83,159,127.52,73.16,157,143.66,72.19,22,162.18,68.68,0,0,0,0,0,0,0,0,0,364,135.28,72.31
212,125.36,73.08,207,124.33,73.47,0,0,0,0,0,0,40,108.04,74.39,138,125.51,73.26,29,141.16,73.37,0,0,0,5,168.1,61.28,0,0,0,0,0,0,212,125.36,73.08
600,126.09,73.07,578,125.42,73.43,0,0,0,4,91.62,70.73,141,107.71,73.78,285,125.16,73.82,152,142.34,72.54,13,161.42,69.81,1,220,36,4,119.5,51.79,8,134.81,65.49,592,125.98,73.18
93,127.42,76.53,92,127.09,76.47,0,0,0,0,0,0,20,111.98,73.79,45,124.64,76.68,27,142.37,77.73,1,157.5,80.8,0,0,0,0,0,0,0,0,0,93,127.42,76.53
827,127.6,72.93,798,127.22,73.36,0,0,0,0,0,0,112,109.67,72.97,488,125.26,74.15,198,141.98,71.81,13,162.06,65.99,0,0,0,16,118.43,57.66,48,129.95,63.77,779,127.45,73.51
445,121.17,71.83,434,121.62,71.94,0,0,0,9,90.7,65.9,140,107.5,69.74,228,124.4,72.13,66,142,74.87,2,160.3,70.44,0,0,0,0,0,0,0,0,0,445,121.17,71.83
414,119.5,71.04,410,119.66,71.11,0,0,0,1,94.5,60,126,109.6,71.19,258,122.66,71.3,26,138.6,69.16,0,0,0,0,0,0,3,105.83,62.73,50,117.39,68.35,364,119.79,71.4
310,126.1,70.51,290,124.35,71.53,0,0,0,0,0,0,77,110.17,73.81,149,123.96,71.71,64,142.34,69.06,10,160.35,63.11,3,163.17,55.11,7,133.64,51.76,6,141.17,61.74,304,125.8,70.7
735,124.86,72.71,701,125.78,73.02,1,60,10,25,88.24,67.57,101,108.27,74.06,473,125.47,73.61,127,140.87,70.44,5,160,70.17,3,176.67,53.1,0,0,0,60,132.11,64.18,675,124.21,73.52
1689,120.72,70.39,1586,121.26,70.98,0,0,0,48,89.26,65.94,492,107.66,71.1,908,124.53,71.48,186,141.31,68.57,27,163.52,62.54,0,0,0,28,102.54,49.78,260,119.47,64.52,1429,120.95,71.45
520,115.55,74.13,457,119.71,75.02,1,74.5,64.7,51,87.1,69,175,107.6,74.7,227,123.3,75.8,55,143.4,73,0,0,0,0,0,0,11,78.3,44.9,0,0,0,520,115.55,74.13
500,130.17,73.07,490,129.82,73.3,0,0,0,1,91.8,66.2,44,108.93,74.03,289,125.72,74.46,157,143.21,71.27,8,159.55,64.26,0,0,0,1,109.2,50.2,0,0,0,500,130.17,73.07
1114,126.52,70.67,1073,125.64,71.12,0,0,0,1,94,64,172,110.29,71.27,700,124.52,71.52,201,142.66,69.82,26,164.06,66.41,0,0,0,14,126.54,46.43,199,127.83,66.27,915,126.23,71.63
1395,122.9,71.96,1323,122.9,72.49,1,73.5,52.8,25,89.22,65.69,316,106.02,74.65,756,123.6,72.98,251,142.02,69.19,15,160.33,60.28,9,180.94,57.03,22,114.61,64.77,48,129.58,60.63,1347,122.67,72.39
1042,119.69,70.9,989,120.29,71.15,0,0,0,34,90.3,65.57,365,107.7,71.48,498,124.2,71,126,141.3,70.96,3,156.3,68.46,7,167.8,73.85,9,114.7,55.4,0,0,0,1042,119.69,70.9
1048,120.17,72.24,1029,120.22,72.39,0,0,0,12,89.67,61.89,374,108.36,72.2,542,124.09,72.75,113,140.93,71.39,7,164.21,65.54,0,0,0,0,0,0,0,0,0,1048,120.17,72.24
520,144.11,80.15,506,144.39,80.39,0,0,0,0,0,0,8,111.12,81.61,153,128.4,81.42,221,144.3,81.79,124,166.42,77.21,0,0,0,14,134.21,70.51,4,137.5,61.53,516,144.17,80.28
1852,135.93,78.01,1639,132.18,78.02,0,0,0,6,90.4,73,129,110.1,78.3,794,126,78,716,143,78,207,167,78,0,0,0,0,0,0,110,131.5,63.8,1742,136.21,78.87
482,138.33,74.49,457,138.29,74.99,0,0,0,0,0,0,42,111.2,69.93,188,126.2,73.86,138,143.2,75.98,89,169,77.06,0,0,0,25,139.1,65.3,30,125.2,62.52,452,139.2,75.2
432,134.94,76.14,431,135.05,76.21,0,0,0,1,88.5,30.59,17,112.41,75.9,211,127.29,77.18,179,142.61,75.88,24,162.91,71.84,0,0,0,0,0,0,0,0,0,432,134.94,76.14
2169,132.9,72.99,2031,131.05,73.37,2,66.3,26.93,7,88.57,60.77,182,108.1,72.37,1055,126.46,73.69,794,142.41,73.16,129,165.53,68.96,0,0,0,0,0,0,174,131.61,63.18,1995,133.02,73.84
369,141.88,69.92,368,142.01,69.94,0,0,0,1,94,60,24,110.25,74.82,129,126.29,74.62,151,144.17,72.43,64,180.5,57.52,0,0,0,0,0,0,0,0,0,369,141.88,69.92
212,123.39,71.99,205,122.87,72.38,0,0,0,2,94,69.7,46,109.36,73.44,132,124.01,72.89,27,140.35,68.78,0,0,0,5,156.3,60.08,0,0,0,0,0,0,212,123.39,71.99
1597,125.01,68.51,1493,124.83,69.16,0,0,0,26,90.25,66.59,330,107.94,69.84,826,124.62,69.43,337,141.9,68.08,39,162.15,64.87,10,164.9,55.44,29,101.81,44.12,433,129.73,66.44,1164,123.26,69.32
383,132.21,72.1,373,131.8,72.46,0,0,0,2,91,67.42,20,110.33,73.26,207,127.07,73.01,146,141.44,71.67,8,161.56,59.3,0,0,0,0,0,0,101,133.39,65.82,282,131.78,74.38
1529,128.13,69.61,1447,128.15,70,0,0,0,11,90.85,57.19,203,109.24,69.53,835,125.93,70.27,409,142.06,69.7,28,161.92,66.37,0,0,0,43,115.18,60.43,383,128.7,65.85,1146,127.94,70.88
1293,124.82,69.99,1244,124.37,70.3,1,57.5,18,18,88.5,64.05,306,108.4,69.64,683,125.1,70.93,255,141.6,69.4,30,167.3,63.08,0,0,0,0,0,0,432,125.9,66.51,861,124.28,71.76
881,120.16,70.36,852,120.56,70.91,3,69.67,26.5,5,85.7,55.95,253,108.32,70.96,527,123.74,71.14,72,140.28,69.3,4,162.75,65.75,0,0,0,17,109.35,49.63,255,122.57,68.23,626,119.18,71.25
542,123.86,69.55,528,124.15,69.7,0,0,0,6,92.5,68.8,121,107.74,71.9,309,124.93,69.82,98,141.94,67.31,2,159.25,61.37,1,128,45,5,116,62.56,108,130.8,65.14,434,122.13,70.72
1210,124.92,70.69,1155,125.14,71.37,4,67.63,39.16,25,89.3,64.44,245,108.36,71.66,666,125.49,72.02,244,141.05,69.56,11,161.77,61.85,15,154.97,44.9,0,0,0,228,128.77,66.22,982,124.02,71.77
2659,119.24,67.93,2385,120.64,68.83,0,0,0,141,88.95,63.75,848,107.35,69.4,1215,124.33,69.39,322,141.69,65.86,49,164.18,64.25,0,0,0,84,104.18,47.77,708,123.62,65.11,1951,117.65,69.01
793,119.16,68.58,724,121.94,69.21,0,0,0,55,89.2,62.1,210,106.3,69.1,404,124.5,70.1,110,142.4,66.5,0,0,0,0,0,0,14,92.8,50.4,217,129.3,65.9,576,115.33,69.71
840,126.15,69.8,801,125.6,70.34,1,70,14.2,10,86.32,51.29,142,108.12,70.09,495,125.26,71.19,164,141.74,68.23,26,162.35,63.2,0,0,0,2,103.7,40.01,211,128.14,65.05,629,125.48,71.43
1525,122.28,69.43,1483,122.35,69.76,0,0,0,5,92.6,64.45,404,108.74,69.53,869,124.13,69.75,210,141.18,70.16,8,160.5,68.35,0,0,0,29,113.34,52.21,346,123.3,66.08,1179,121.98,70.43
1973,124.21,69.3,1840,123.26,70.05,5,66.6,34.27,27,90.07,65.45,429,106.74,71.43,1085,124.17,70.3,326,141.99,67.98,50,160.4,62.35,22,186.45,53.54,29,116.71,60.4,385,132.47,65.31,1588,122.21,70.35
1481,124.18,69.85,1417,123.61,70.24,0,0,0,10,90,65.8,375,109,70.5,786,124.4,70.43,256,142.6,69.42,15,157.1,68,13,164.9,67.9,26,128.8,53.06,195,128,66.05,1286,123.6,70.44
1241,121.05,71.72,1218,121.23,71.84,1,63.5,41,15,90.37,67.27,370,108.8,71.59,731,124.45,71.92,117,140.47,72.03,7,163.64,62.84,0,0,0,0,0,0,62,120.24,65.35,1179,121.1,72.05
776,141.78,76.02,715,141.31,76.49,0,0,0,1,90.5,75.2,36,109.15,72.57,240,126.33,73.92,290,143.74,77.22,149,168.5,79.01,0,0,0,60,148.2,70.69,58,127.64,64.06,718,142.92,76.89
2396,138.1,72.96,2004,132.68,73.27,0,0,0,4,81.2,48,129,110,73.7,966,125.8,73.3,909,143.2,73.2,360,166.2,73.4,28,173,52,0,0,0,176,141.2,62,2220,137.85,73.85
812,141.23,71.7,775,141.82,72.44,0,0,0,1,90,55,45,109.9,68.93,236,127.8,71.64,339,144.3,72.71,155,167,73.53,7,155.1,42.06,29,124,58.48,129,136.2,63.24,683,142.18,73.23
422,133.15,74.47,421,133.24,74.51,0,0,0,1,93,47.39,52,109.64,72.63,192,125.68,77.43,143,144.83,72.91,34,163.32,69.75,0,0,0,0,0,0,0,0,0,422,133.15,74.47
3051,133.42,71.15,2830,131.71,71.43,3,71.73,35.76,23,86.75,60.38,241,108.9,71.17,1439,126.57,71.73,1150,142.91,71.15,195,164.73,68.76,0,0,0,0,0,0,318,132.2,63.02,2733,133.56,72.09
389,133.01,71.58,388,133.12,71.64,0,0,0,1,90,35.4,41,111.32,68.98,176,125.97,72.79,152,143.76,71.67,19,161.37,67.04,0,0,0,0,0,0,0,0,0,389,133.01,71.58
209,124.89,72.82,205,124.61,73.01,0,0,0,1,91,70,40,109.72,74.56,128,124.52,73.57,37,141.04,70.01,0,0,0,3,155,62.51,0,0,0,0,0,0,209,124.89,72.82
1576,126.66,69.18,1487,126.34,69.71,0,0,0,24,89.91,69.2,290,108.65,70.54,819,125.15,70.09,378,142.5,68.49,42,162.39,66.03,2,158.25,48.28,21,116.71,40.65,438,131.77,67.03,1138,124.69,70.06
80,125.73,74.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,125.73,74.42,0,0,0,80,125.73,74.42
335,127.88,71.13,326,127.36,71.24,0,0,0,1,86,64.8,40,109.31,69.69,211,125.48,71.04,75,142.28,72.37,6,168.58,68.27,0,0,0,2,111.5,66.17,109,129.67,66.61,226,127.02,73.36
1546,126.94,69.49,1485,126.73,69.84,0,0,0,7,89.86,55,288,108.46,68.5,779,125.2,70.48,418,142.16,69.5,25,161.93,65.85,1,129.6,37.6,28,115.89,57.68,471,125.79,66.3,1075,127.44,70.87
1049,125.78,70.11,1033,125.7,70.24,0,0,0,7,90.4,62.4,170,109.1,70.47,672,125.5,70.54,191,141.2,69.13,9,162.4,61.75,0,0,0,0,0,0,443,127.2,67.39,606,124.75,72.13
814,121.47,68.76,773,122.41,69.58,7,67,14.36,11,88.18,52.51,195,108.44,70.15,467,123.93,69.9,111,140.54,67.64,3,157.5,64.53,0,0,0,20,117.13,53.78,297,126.8,67.07,517,118.41,69.79
496,121.9,69.67,489,121.82,70.01,0,0,0,2,93.75,67.98,131,109.16,70.36,310,124.16,70.16,48,141.25,68.42,2,160,61.08,1,172,30.58,2,107.25,20.36,132,124.61,66.3,364,120.92,70.93
1096,122.15,70.4,1041,123.4,70.98,12,55.83,14.42,30,88.3,62.96,295,108.18,72.03,550,124.93,71.68,196,142.04,68.06,9,160.28,63.86,4,161.75,57.21,0,0,0,196,128.59,65.77,900,120.74,71.47
2449,120.95,68.9,2262,121.48,69.73,0,0,0,73,89.9,66.6,736,107.55,70.64,1203,124.59,70.25,323,141.67,66.43,36,167.53,62.73,0,0,0,78,113.1,48.94,605,124.26,65.89,1844,119.87,69.92
805,118.98,68.8,725,122.53,69.34,0,0,0,69,87.4,63.6,231,107.8,69.2,379,124.3,70.1,115,146.3,67.4,0,0,0,0,0,0,11,82.7,51.1,200,124.5,66.3,605,117.15,69.68
761,125.15,69.24,749,125.51,69.4,0,0,0,10,90.62,61.08,134,109.22,70.51,463,125.13,70.1,152,141.01,66.73,2,165.5,47.86,0,0,0,0,0,0,229,128.47,65.06,532,123.73,71.11
1458,122.88,69.65,1414,122.75,69.86,0,0,0,11,90.55,63.17,407,108.16,69.22,777,124.77,70.22,230,141.74,69.63,18,162.81,68.67,0,0,0,15,111.13,53.66,346,125.4,66.21,1112,122.1,70.75
1879,125.53,69,1773,125.23,69.45,2,64.25,30.75,11,90.77,65.76,325,106.94,72.18,1027,124.16,69.74,421,141.97,67.23,38,159.82,62.81,2,171.5,60.41,53,118.79,60.88,468,132.9,65.48,1411,123.09,70.26
1340,123.04,69.25,1282,122.14,69.54,0,0,0,10,87.6,58.54,374,108.8,69.84,728,124.1,69.52,180,141.9,69.15,12,157.6,68.83,22,171.6,67.09,14,125.4,53.42,226,126.7,65.59,1114,122.3,70.02
1171,119.25,70.63,1140,119.28,70.78,1,74.5,60.4,18,90.72,68.31,437,108.26,71.47,599,123.31,71.25,104,142.38,66.27,12,162.42,61.89,0,0,0,0,0,0,68,122.2,64.76,1103,119.06,71
654,144.05,75.06,609,144.53,75.53,0,0,0,0,0,0,24,109.38,72.64,165,127.25,76.9,266,144.94,76.47,154,167.8,73.32,0,0,0,45,137.66,68.26,41,132.06,65.55,613,144.86,75.63
2183,136.01,71.37,1903,131.98,71.59,1,74,61,12,87.2,64.6,159,109.7,70.2,910,125.6,71.8,834,143.2,71.6,249,166.2,71.5,18,180,55,0,0,0,198,134.2,62.7,1985,136.19,72.22
658,138.29,74.41,618,138.18,75.45,0,0,0,3,87.8,53.28,66,107.6,70.27,216,126.4,74.87,237,145.1,76.77,99,167.7,75.89,7,197,42.62,30,132,64.34,43,121.4,66.36,615,139.48,74.9
410,131.81,74.98,409,131.91,75.04,0,0,0,1,90.5,34.79,41,108.54,73.62,203,126.02,76.44,143,142.48,73.94,22,161.18,73.09,0,0,0,0,0,0,0,0,0,410,131.81,74.98
2667,132.39,71.31,2509,130.53,71.84,0,0,0,9,88.73,60.26,247,108.58,70.52,1320,126.16,72.58,942,142.42,71.19,149,166.26,64.64,0,0,0,0,0,0,266,130.74,63.8,2401,132.57,72.13
209,123.66,71.9,205,123.44,72.13,0,0,0,1,76,50.4,53,109.79,74.12,116,124.65,71.93,36,139.62,70.38,0,0,0,3,154.83,62.95,0,0,0,0,0,0,209,123.66,71.9
1610,123.21,69.53,1490,124.34,70.39,2,70.25,52.42,35,86.52,63.94,363,107.75,71.34,823,124.97,70.38,304,142.44,69.57,32,161.31,67.92,8,165.72,58.56,43,80.01,35.23,424,129.56,67.41,1186,120.93,70.34
337,129.43,68.49,331,129.19,68.78,0,0,0,1,94,65.8,28,108.25,68.88,214,126.57,69.42,89,142.08,67.37,3,157,62.65,0,0,0,2,144.75,37.37,143,131.83,65.53,194,127.65,70.75
1478,128.3,70.17,1400,127.83,70.61,0,0,0,4,92.75,64.19,207,109.3,70.17,787,125.22,71.09,406,142.34,69.96,35,160.4,67.64,2,163.8,49.32,37,117.65,57.42,402,128.66,66.65,1076,128.17,71.49
1179,128.42,69.18,1105,127,69.88,0,0,0,17,89.7,59.98,213,108.1,70.81,592,125.9,70.15,300,142.6,68.9,57,167.5,60.4,0,0,0,0,0,0,533,129.7,67.02,646,127.37,70.99
843,123.95,70.09,812,123.7,70.48,0,0,0,6,89.5,64.07,183,107.69,71.26,483,124.51,70.71,146,141.09,69.05,11,159.77,65.13,0,0,0,14,125.25,54.68,292,127.4,67.99,551,122.13,71.25
501,128.47,68.67,487,128.25,69.04,0,0,0,3,90.83,68.45,57,108.84,71.32,300,125.83,69.75,130,142.33,66.82,7,160.5,58.89,0,0,0,4,127.88,45.8,145,131.44,65.69,356,127.26,69.93
1157,124.74,70.79,1111,125.71,71.24,10,65.6,39.27,24,86.52,59.73,196,108.17,71.98,679,125.27,71.75,236,141.56,69.49,9,159.89,64.26,3,160.33,49.07,0,0,0,269,131.48,66.23,888,122.69,72.27
2290,124.13,68.48,2134,124.18,69.09,0,0,0,55,89.24,66.49,544,107.74,70.85,1150,125.06,69.71,440,142.22,66.01,54,163.06,63.07,0,0,0,47,117.88,49.9,614,128.96,65.92,1676,122.36,69.47
